IP,Port,CVE,CVSS_Score,Confidentiality_Impact,Integrity_Impact,Availability_Impact,Access_Complexity,Authentication,Gained_Access,CWE_ID,Exploits,Metasploit
129.25.11.88,443,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2020-11985,,,,,,,,,,
129.25.11.88,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.11.88,443,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE
129.25.11.88,443,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE
129.25.11.88,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.11.88,443,CVE-2015-3185,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.11.88,443,CVE-2014-8109,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.11.88,443,CVE-2014-0118,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.11.88,443,CVE-2014-0117,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2013-4352,4.3,None,None,Partial,Medium,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.11.88,443,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE
129.25.11.88,443,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.9,5985,,,,,,,,,,,
129.25.12.225,80,,,,,,,,,,,
129.25.12.225,123,,,,,,,,,,,
129.25.12.225,443,,,,,,,,,,,
129.25.12.247,80,,,,,,,,,,,
129.25.12.25,8000,,,,,,,,,,,
129.25.12.25,515,,,,,,,,,,,
129.25.12.25,8443,,,,,,,,,,,
129.25.12.25,80,,,,,,,,,,,
129.25.12.25,443,,,,,,,,,,,
129.25.12.32,8000,,,,,,,,,,,
129.25.12.32,515,,,,,,,,,,,
129.25.12.32,9002,,,,,,,,,,,
129.25.12.32,80,,,,,,,,,,,
129.25.12.32,443,,,,,,,,,,,
129.25.12.32,8443,,,,,,,,,,,
129.25.12.50,80,CVE-2013-4559,7.6,Complete,Complete,Complete,High,Not required,None,264,,FALSE
129.25.12.50,80,CVE-2019-11072,7.5,Partial,Partial,Partial,Low,Not required,None,190,,FALSE
129.25.12.50,80,CVE-2014-2323,7.5,Partial,Partial,Partial,Low,Not required,None,89,,FALSE
129.25.12.50,80,CVE-2008-4360,7.5,Partial,Partial,Partial,Low,Not required,User,200,,FALSE
129.25.12.50,80,CVE-2008-4359,7.5,Partial,Partial,Partial,Low,Not required,User,200,,FALSE
129.25.12.50,80,CVE-2018-19052,0,???,???,???,???,???,None,CWE id is not defined for this vulnerability,,FALSE
129.25.12.50,80,CVE-2015-3200,5,None,Partial,None,Low,Not required,None,74,,FALSE
129.25.12.50,80,CVE-2014-2324,5,Partial,None,None,Low,Not required,None,22,,FALSE
129.25.12.50,80,CVE-2011-4362,5,None,None,Partial,Low,Not required,None,189,18295,FALSE
129.25.12.50,80,CVE-2010-0295,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.12.50,80,CVE-2008-4298,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.12.50,80,CVE-2008-1531,4.3,None,None,Partial,Medium,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.12.50,80,CVE-2013-4560,2.6,None,None,Partial,High,Not required,None,399,,FALSE
129.25.12.50,80,CVE-2013-1427,1.9,None,Partial,None,Medium,Not required,None,310,,FALSE
129.25.12.50,22,CVE-2010-4478,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.12.50,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.12.50,22,CVE-2010-5107,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.12.50,22,CVE-2016-0777,4,Partial,None,None,Low,Single system,None,200,,FALSE
129.25.12.50,22,CVE-2012-0814,3.5,Partial,None,None,Medium,Single system,None,255,,FALSE
129.25.12.50,22,CVE-2011-5000,3.5,None,None,Partial,Medium,Single system,None,189,,FALSE
129.25.12.50,22,CVE-2011-4327,2.1,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.12.76,8000,,,,,,,,,,,
129.25.12.76,515,,,,,,,,,,,
129.25.12.76,8443,,,,,,,,,,,
129.25.12.76,80,,,,,,,,,,,
129.25.12.76,443,,,,,,,,,,,
129.25.13.132,5985,,,,,,,,,,,
129.25.13.133,5985,,,,,,,,,,,
129.25.13.134,8081,,,,,,,,,,,
129.25.13.134,5985,,,,,,,,,,,
129.25.13.161,22,CVE-2015-5600,8.5,Partial,None,Complete,Low,Not required,None,264,,FALSE
129.25.13.161,22,CVE-2015-6564,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
129.25.13.161,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.13.161,22,CVE-2020-14145,,,,,,,,,,
129.25.13.161,22,CVE-2015-5352,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.13.161,22,CVE-2015-6563,1.9,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.13.163,80,,,,,,,,,,,
129.25.13.163,443,,,,,,,,,,,
129.25.13.167,8000,,,,,,,,,,,
129.25.13.167,515,,,,,,,,,,,
129.25.13.167,8443,,,,,,,,,,,
129.25.13.167,80,,,,,,,,,,,
129.25.13.167,443,,,,,,,,,,,
129.25.13.38,9000,,,,,,,,,,,
129.25.13.38,23,,,,,,,,,,,
129.25.13.4,443,,,,,,,,,,,
129.25.13.40,515,,,,,,,,,,,
129.25.13.40,9002,,,,,,,,,,,
129.25.13.40,8443,,,,,,,,,,,
129.25.13.40,80,,,,,,,,,,,
129.25.13.40,443,,,,,,,,,,,
129.25.13.59,80,,,,,,,,,,,
129.25.13.59,22,,,,,,,,,,,
129.25.13.61,80,,,,,,,,,,,
129.25.13.68,80,,,,,,,,,,,
129.25.13.68,443,,,,,,,,,,,
129.25.13.89,80,,,,,,,,,,,
129.25.13.89,443,,,,,,,,,,,
129.25.13.89,22,CVE-2015-5600,8.5,Partial,None,Complete,Low,Not required,None,264,,FALSE
129.25.13.89,22,CVE-2015-6564,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
129.25.13.89,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.13.89,22,CVE-2020-14145,,,,,,,,,,
129.25.13.89,22,CVE-2015-5352,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.13.89,22,CVE-2015-6563,1.9,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.13.90,80,,,,,,,,,,,
129.25.130.155,8080,,,,,,,,,,,
129.25.130.159,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.130.159,80,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,80,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.130.159,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.130.159,80,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.130.159,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.130.159,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,80,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
129.25.130.159,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.130.159,80,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.130.159,80,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,80,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,80,CVE-2013-5704,5,None,Partial,None,Low,Not required,None,264,,FALSE
129.25.130.159,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.130.159,80,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
129.25.130.159,80,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.130.159,80,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.130.159,80,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
129.25.130.159,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.130.159,443,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,443,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.130.159,443,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.130.159,443,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.130.159,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.130.159,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,443,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
129.25.130.159,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.130.159,443,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.130.159,443,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,443,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.130.159,443,CVE-2013-5704,5,None,Partial,None,Low,Not required,None,264,,FALSE
129.25.130.159,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.130.159,443,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
129.25.130.159,443,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.130.159,443,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.130.159,443,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
129.25.130.167,5985,,,,,,,,,,,
129.25.130.214,123,,,,,,,,,,,
129.25.130.61,515,,,,,,,,,,,
129.25.130.98,8000,,,,,,,,,,,
129.25.130.98,80,,,,,,,,,,,
129.25.130.98,443,,,,,,,,,,,
129.25.130.98,8443,,,,,,,,,,,
129.25.131.122,8080,,,,,,,,,,,
129.25.131.132,5985,,,,,,,,,,,
129.25.131.132,515,,,,,,,,,,,
129.25.131.132,9001,,,,,,,,,,,
129.25.131.132,80,,,,,,,,,,,
129.25.131.132,443,,,,,,,,,,,
129.25.131.133,80,,,,,,,,,,,
129.25.131.133,443,,,,,,,,,,,
129.25.131.133,8080,,,,,,,,,,,
129.25.131.133,5555,,,,,,,,,,,
129.25.131.139,80,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
129.25.131.139,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.131.139,80,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,80,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.131.139,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.131.139,80,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.131.139,80,CVE-2012-0883,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
129.25.131.139,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.131.139,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,80,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
129.25.131.139,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.131.139,80,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.131.139,80,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,80,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,80,CVE-2012-4557,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.131.139,80,CVE-2011-3368,5,Partial,None,None,Low,Not required,None,20,17969,TRUE
129.25.131.139,80,CVE-2010-2068,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.131.139,80,CVE-2010-1452,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.131.139,80,CVE-2012-0031,4.6,Partial,Partial,Partial,Low,Not required,None,399,,FALSE
129.25.131.139,80,CVE-2011-3607,4.4,Partial,Partial,Partial,Medium,Not required,User,189,,FALSE
129.25.131.139,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.131.139,80,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
129.25.131.139,80,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.139,80,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.139,80,CVE-2012-0053,4.3,Partial,None,None,Medium,Not required,None,264,,FALSE
129.25.131.139,80,CVE-2011-4317,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.131.139,80,CVE-2011-3639,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.131.139,80,CVE-2011-3348,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.131.139,80,CVE-2011-0419,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.131.139,80,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
129.25.131.139,80,CVE-2011-4415,1.2,None,None,Partial,High,Not required,None,20,,FALSE
129.25.131.139,123,,,,,,,,,,,
129.25.131.139,443,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
129.25.131.139,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.131.139,443,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,443,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.131.139,443,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.131.139,443,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.131.139,443,CVE-2012-0883,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
129.25.131.139,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.131.139,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,443,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
129.25.131.139,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.131.139,443,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.131.139,443,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,443,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.139,443,CVE-2012-4557,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.131.139,443,CVE-2011-3368,5,Partial,None,None,Low,Not required,None,20,17969,TRUE
129.25.131.139,443,CVE-2010-2068,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.131.139,443,CVE-2010-1452,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.131.139,443,CVE-2012-0031,4.6,Partial,Partial,Partial,Low,Not required,None,399,,FALSE
129.25.131.139,443,CVE-2011-3607,4.4,Partial,Partial,Partial,Medium,Not required,User,189,,FALSE
129.25.131.139,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.131.139,443,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
129.25.131.139,443,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.139,443,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.139,443,CVE-2012-0053,4.3,Partial,None,None,Medium,Not required,None,264,,FALSE
129.25.131.139,443,CVE-2011-4317,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.131.139,443,CVE-2011-3639,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.131.139,443,CVE-2011-3348,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.131.139,443,CVE-2011-0419,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.131.139,443,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
129.25.131.139,443,CVE-2011-4415,1.2,None,None,Partial,High,Not required,None,20,,FALSE
129.25.131.140,123,,,,,,,,,,,
129.25.131.146,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.131.146,80,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.131.146,80,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.131.146,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.131.146,80,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.131.146,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.131.146,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.146,80,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
129.25.131.146,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.131.146,80,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.131.146,80,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.146,80,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.146,80,CVE-2013-5704,5,None,Partial,None,Low,Not required,None,264,,FALSE
129.25.131.146,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.131.146,80,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
129.25.131.146,80,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.146,80,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.146,80,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
129.25.131.146,8443,,,,,,,,,,,
129.25.131.146,8080,,,,,,,,,,,
129.25.131.15,515,,,,,,,,,,,
129.25.131.15,80,CVE-2019-7659,6.8,Partial,Partial,Partial,Medium,Not required,None,119,,FALSE
129.25.131.15,80,CVE-2017-9765,6.8,Partial,Partial,Partial,Medium,Not required,None,190,,FALSE
129.25.131.15,8080,CVE-2019-7659,6.8,Partial,Partial,Partial,Medium,Not required,None,119,,FALSE
129.25.131.15,8080,CVE-2017-9765,6.8,Partial,Partial,Partial,Medium,Not required,None,190,,FALSE
129.25.131.15,631,CVE-2019-7659,6.8,Partial,Partial,Partial,Medium,Not required,None,119,,FALSE
129.25.131.15,631,CVE-2017-9765,6.8,Partial,Partial,Partial,Medium,Not required,None,190,,FALSE
129.25.131.15,443,,,,,,,,,,,
129.25.131.150,123,,,,,,,,,,,
129.25.131.152,80,,,,,,,,,,,
129.25.131.152,443,,,,,,,,,,,
129.25.131.152,623,,,,,,,,,,,
129.25.131.153,5985,,,,,,,,,,,
129.25.131.153,5986,,,,,,,,,,,
129.25.131.153,623,,,,,,,,,,,
129.25.131.153,80,,,,,,,,,,,
129.25.131.153,443,,,,,,,,,,,
129.25.131.154,80,,,,,,,,,,,
129.25.131.154,5985,,,,,,,,,,,
129.25.131.172,80,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
129.25.131.172,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.131.172,80,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.131.172,80,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.131.172,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.131.172,80,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.131.172,80,CVE-2012-0883,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
129.25.131.172,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.131.172,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.172,80,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
129.25.131.172,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.131.172,80,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.131.172,80,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.172,80,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.131.172,80,CVE-2012-4557,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.131.172,80,CVE-2011-3368,5,Partial,None,None,Low,Not required,None,20,17969,TRUE
129.25.131.172,80,CVE-2010-2068,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.131.172,80,CVE-2010-1452,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.131.172,80,CVE-2012-0031,4.6,Partial,Partial,Partial,Low,Not required,None,399,,FALSE
129.25.131.172,80,CVE-2011-3607,4.4,Partial,Partial,Partial,Medium,Not required,User,189,,FALSE
129.25.131.172,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.131.172,80,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
129.25.131.172,80,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.172,80,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.131.172,80,CVE-2012-0053,4.3,Partial,None,None,Medium,Not required,None,264,,FALSE
129.25.131.172,80,CVE-2011-4317,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.131.172,80,CVE-2011-3639,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.131.172,80,CVE-2011-3348,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.131.172,80,CVE-2011-0419,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.131.172,80,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
129.25.131.172,80,CVE-2011-4415,1.2,None,None,Partial,High,Not required,None,20,,FALSE
129.25.131.172,123,,,,,,,,,,,
129.25.131.172,443,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
129.25.131.172,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.131.172,443,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.131.172,443,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.131.172,443,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.131.172,443,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
