IP,Port,CVE,CVSS_Score,Confidentiality_Impact,Integrity_Impact,Availability_Impact,Access_Complexity,Authentication,Gained_Access,CWE_ID,Exploits,Metasploit
129.25.202.146,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.146,22,CVE-2020-14145,,,,,,,,,,
129.25.202.146,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.146,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.146,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.146,443,,,,,,,,,,,
129.25.202.147,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.202.147,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.202.147,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2014-0226,6.8,Partial,Partial,Partial,Medium,Not required,None,362,34133,FALSE
129.25.202.147,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
129.25.202.147,80,CVE-2020-1927,,,,,,,,,,
129.25.202.147,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
129.25.202.147,80,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE
129.25.202.147,80,CVE-2020-1934,,,,,,,,,,
129.25.202.147,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
129.25.202.147,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
129.25.202.147,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.202.147,80,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE
129.25.202.147,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.202.147,80,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE
129.25.202.147,80,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE
129.25.202.147,80,CVE-2016-2161,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2016-0736,5,Partial,None,None,Low,Not required,None,310,40961,FALSE
129.25.202.147,80,CVE-2015-3183,5,None,Partial,None,Low,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2015-0228,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2014-3523,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.202.147,80,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.202.147,80,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2020-11985,,,,,,,,,,
129.25.202.147,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.202.147,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE
129.25.202.147,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE
129.25.202.147,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.202.147,80,CVE-2015-3185,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.202.147,80,CVE-2014-8109,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.202.147,80,CVE-2014-0118,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.202.147,80,CVE-2014-0117,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE
129.25.202.147,80,CVE-2013-4352,4.3,None,None,Partial,Medium,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.202.147,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE
129.25.202.147,80,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.202.147,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.202.147,443,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2014-0226,6.8,Partial,Partial,Partial,Medium,Not required,None,362,34133,FALSE
129.25.202.147,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
129.25.202.147,443,CVE-2020-1927,,,,,,,,,,
129.25.202.147,443,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
129.25.202.147,443,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE
129.25.202.147,443,CVE-2020-1934,,,,,,,,,,
129.25.202.147,443,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
129.25.202.147,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
129.25.202.147,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.202.147,443,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE
129.25.202.147,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.202.147,443,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE
129.25.202.147,443,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE
129.25.202.147,443,CVE-2016-2161,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2016-0736,5,Partial,None,None,Low,Not required,None,310,40961,FALSE
129.25.202.147,443,CVE-2015-3183,5,None,Partial,None,Low,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2015-0228,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2014-3523,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.202.147,443,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.202.147,443,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2020-11985,,,,,,,,,,
129.25.202.147,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.202.147,443,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE
129.25.202.147,443,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE
129.25.202.147,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.202.147,443,CVE-2015-3185,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.202.147,443,CVE-2014-8109,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.202.147,443,CVE-2014-0118,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.202.147,443,CVE-2014-0117,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE
129.25.202.147,443,CVE-2013-4352,4.3,None,None,Partial,Medium,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.202.147,443,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE
129.25.202.147,443,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.202.15,80,,,,,,,,,,,
129.25.202.15,443,,,,,,,,,,,
129.25.202.154,123,,,,,,,,,,,
129.25.202.154,80,,,,,,,,,,,
129.25.202.154,22,CVE-2016-8858,7.8,None,None,Complete,Low,Not required,None,399,,FALSE
129.25.202.154,22,CVE-2016-6515,7.8,None,None,Complete,Low,Not required,None,20,40888,FALSE
129.25.202.154,22,CVE-2016-10009,7.5,Partial,Partial,Partial,Low,Not required,None,426,40963,FALSE
129.25.202.154,22,CVE-2016-10012,7.2,Complete,Complete,Complete,Low,Not required,None,119,,FALSE
129.25.202.154,22,CVE-2015-8325,7.2,Complete,Complete,Complete,Low,Not required,None,264,,FALSE
129.25.202.154,22,CVE-2016-10010,6.9,Complete,Complete,Complete,Medium,Not required,None,264,40962,FALSE
129.25.202.154,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.154,22,CVE-2016-3115,5.5,Partial,Partial,None,Low,Single system,None,CWE id is not defined for this vulnerability,39569,FALSE
129.25.202.154,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.154,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.154,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.154,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.154,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.154,22,CVE-2016-10708,5,None,None,Partial,Low,Not required,None,476,,FALSE
129.25.202.154,22,CVE-2020-14145,,,,,,,,,,
129.25.202.154,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40113,TRUE
129.25.202.154,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40136,TRUE
129.25.202.154,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.154,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.154,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.154,22,CVE-2016-10011,2.1,Partial,None,None,Low,Not required,None,320,,FALSE
129.25.202.154,25,,,,,,,,,,,
129.25.202.154,443,,,,,,,,,,,
129.25.202.155,80,,,,,,,,,,,
129.25.202.155,443,,,,,,,,,,,
129.25.202.155,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.155,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.155,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.155,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.155,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.155,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.155,22,CVE-2020-14145,,,,,,,,,,
129.25.202.155,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.155,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.155,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.157,80,,,,,,,,,,,
129.25.202.157,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.157,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.157,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.157,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.157,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.157,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.157,22,CVE-2020-14145,,,,,,,,,,
129.25.202.157,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.157,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.157,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.159,80,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,80,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,80,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,80,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,80,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.159,80,CVE-2017-7529,5,Partial,None,None,Low,Not required,None,190,,FALSE
129.25.202.159,443,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,443,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,443,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,443,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,443,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.159,443,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.159,443,CVE-2017-7529,5,Partial,None,None,Low,Not required,None,190,,FALSE
129.25.202.159,22,CVE-2016-8858,7.8,None,None,Complete,Low,Not required,None,399,,FALSE
129.25.202.159,22,CVE-2016-6515,7.8,None,None,Complete,Low,Not required,None,20,40888,FALSE
129.25.202.159,22,CVE-2016-10009,7.5,Partial,Partial,Partial,Low,Not required,None,426,40963,FALSE
129.25.202.159,22,CVE-2016-10012,7.2,Complete,Complete,Complete,Low,Not required,None,119,,FALSE
129.25.202.159,22,CVE-2015-8325,7.2,Complete,Complete,Complete,Low,Not required,None,264,,FALSE
129.25.202.159,22,CVE-2016-10010,6.9,Complete,Complete,Complete,Medium,Not required,None,264,40962,FALSE
129.25.202.159,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.159,22,CVE-2016-3115,5.5,Partial,Partial,None,Low,Single system,None,CWE id is not defined for this vulnerability,39569,FALSE
129.25.202.159,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.159,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.159,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.159,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.159,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.159,22,CVE-2016-10708,5,None,None,Partial,Low,Not required,None,476,,FALSE
129.25.202.159,22,CVE-2020-14145,,,,,,,,,,
129.25.202.159,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40113,TRUE
129.25.202.159,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40136,TRUE
129.25.202.159,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.159,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.159,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.159,22,CVE-2016-10011,2.1,Partial,None,None,Low,Not required,None,320,,FALSE
129.25.202.169,80,CVE-2016-0746,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.202.169,80,CVE-2014-0133,5.1,Partial,Partial,Partial,High,Not required,None,119,,FALSE
129.25.202.169,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.169,80,CVE-2017-7529,5,Partial,None,None,Low,Not required,None,190,,FALSE
129.25.202.169,80,CVE-2016-4450,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.202.169,80,CVE-2016-0747,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.202.169,80,CVE-2016-0742,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.202.169,80,CVE-2014-3616,4.3,None,Partial,None,Medium,Not required,None,284,,FALSE
129.25.202.169,22,CVE-2015-5600,8.5,Partial,None,Complete,Low,Not required,None,264,,FALSE
129.25.202.169,22,CVE-2015-6564,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
129.25.202.169,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.169,22,CVE-2020-14145,,,,,,,,,,
129.25.202.169,22,CVE-2015-5352,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.202.169,22,CVE-2015-6563,1.9,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.202.173,80,,,,,,,,,,,
129.25.202.174,80,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,80,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,80,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,80,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,80,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.174,443,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,443,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,443,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,443,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,443,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.174,443,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.174,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.174,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.174,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.174,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.174,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.174,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.174,22,CVE-2020-14145,,,,,,,,,,
129.25.202.174,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.174,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.174,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.175,80,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,80,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,80,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,80,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,80,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.175,3306,,,,,,,,,,,
129.25.202.175,443,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,443,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,443,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,443,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,443,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.175,443,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.175,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.175,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.175,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.175,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.175,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.175,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.175,22,CVE-2020-14145,,,,,,,,,,
129.25.202.175,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.175,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.175,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.181,80,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.181,80,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.181,80,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.181,80,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.181,80,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.181,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.181,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.181,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.181,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.181,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.181,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.181,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.181,22,CVE-2020-14145,,,,,,,,,,
129.25.202.181,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.181,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.181,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.183,80,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,80,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,80,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,80,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,80,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.183,443,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,443,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,443,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,443,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,443,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.183,443,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.183,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.183,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.183,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.183,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.183,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.183,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.183,22,CVE-2020-14145,,,,,,,,,,
129.25.202.183,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.183,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.183,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.184,80,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,80,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,80,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,80,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,80,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.184,4369,,,,,,,,,,,
129.25.202.184,443,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,443,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,443,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,443,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,443,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.184,443,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.184,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.202.184,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.202.184,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.202.184,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.202.184,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.202.184,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.202.184,22,CVE-2020-14145,,,,,,,,,,
129.25.202.184,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.202.184,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.202.184,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.202.186,80,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.186,80,CVE-2019-9511,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.186,80,CVE-2018-16844,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.186,80,CVE-2018-16843,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.186,80,CVE-2019-9516,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
129.25.202.186,80,CVE-2018-16845,5.8,Partial,None,Partial,Medium,Not required,None,835,,FALSE
129.25.202.186,443,CVE-2019-9513,7.8,None,None,Complete,Low,Not required,None,400,,FALSE
